Date_id,Dates,Days,Months,Monthnames,Years,Quarters,Semesters,Weekdays
20120205,2012/05/02,5,2,Fevereiro,2012,Q1,H1,Domingo
20120206,2012/06/02,6,2,Fevereiro,2012,Q1,H1,Segunda
20120207,2012/07/02,7,2,Fevereiro,2012,Q1,H1,Terça
20120208,2012/08/02,8,2,Fevereiro,2012,Q1,H1,Quarta
20120209,2012/09/02,9,2,Fevereiro,2012,Q1,H1,Quinta
20120210,2012/10/02,10,2,Fevereiro,2012,Q1,H1,Sexta
20120211,2012/11/02,11,2,Fevereiro,2012,Q1,H1,Sábado
20120212,2012/12/02,12,2,Fevereiro,2012,Q1,H1,Domingo
20120213,2012/13/02,13,2,Fevereiro,2012,Q1,H1,Segunda
20120214,2012/14/02,14,2,Fevereiro,2012,Q1,H1,Terça
20120215,2012/15/02,15,2,Fevereiro,2012,Q1,H1,Quarta
20120216,2012/16/02,16,2,Fevereiro,2012,Q1,H1,Quinta
20120217,2012/17/02,17,2,Fevereiro,2012,Q1,H1,Sexta
20120218,2012/18/02,18,2,Fevereiro,2012,Q1,H1,Sábado
20120219,2012/19/02,19,2,Fevereiro,2012,Q1,H1,Domingo
20120220,2012/20/02,20,2,Fevereiro,2012,Q1,H1,Segunda
20120221,2012/21/02,21,2,Fevereiro,2012,Q1,H1,Terça
20120222,2012/22/02,22,2,Fevereiro,2012,Q1,H1,Quarta
20120223,2012/23/02,23,2,Fevereiro,2012,Q1,H1,Quinta
20120224,2012/24/02,24,2,Fevereiro,2012,Q1,H1,Sexta
20120225,2012/25/02,25,2,Fevereiro,2012,Q1,H1,Sábado
20120226,2012/26/02,26,2,Fevereiro,2012,Q1,H1,Domingo
20120227,2012/27/02,27,2,Fevereiro,2012,Q1,H1,Segunda
20120228,2012/28/02,28,2,Fevereiro,2012,Q1,H1,Terça
20120229,2012/29/02,29,2,Fevereiro,2012,Q1,H1,Quarta
20120301,2012/01/03,1,3,Março,2012,Q1,H1,Quinta
20120302,2012/02/03,2,3,Março,2012,Q1,H1,Sexta
20120303,2012/03/03,3,3,Março,2012,Q1,H1,Sábado
20120304,2012/04/03,4,3,Março,2012,Q1,H1,Domingo
20120305,2012/05/03,5,3,Março,2012,Q1,H1,Segunda
20120306,2012/06/03,6,3,Março,2012,Q1,H1,Terça
20120307,2012/07/03,7,3,Março,2012,Q1,H1,Quarta
20120308,2012/08/03,8,3,Março,2012,Q1,H1,Quinta
20120309,2012/09/03,9,3,Março,2012,Q1,H1,Sexta
20120310,2012/10/03,10,3,Março,2012,Q1,H1,Sábado
20120311,2012/11/03,11,3,Março,2012,Q1,H1,Domingo
20120312,2012/12/03,12,3,Março,2012,Q1,H1,Segunda
20120313,2012/13/03,13,3,Março,2012,Q1,H1,Terça
20120314,2012/14/03,14,3,Março,2012,Q1,H1,Quarta
20120315,2012/15/03,15,3,Março,2012,Q1,H1,Quinta
20120316,2012/16/03,16,3,Março,2012,Q1,H1,Sexta
20120317,2012/17/03,17,3,Março,2012,Q1,H1,Sábado
20120318,2012/18/03,18,3,Março,2012,Q1,H1,Domingo
20120319,2012/19/03,19,3,Março,2012,Q1,H1,Segunda
20120320,2012/20/03,20,3,Março,2012,Q1,H1,Terça
20120321,2012/21/03,21,3,Março,2012,Q1,H1,Quarta
20120322,2012/22/03,22,3,Março,2012,Q1,H1,Quinta
20120323,2012/23/03,23,3,Março,2012,Q1,H1,Sexta
20120324,2012/24/03,24,3,Março,2012,Q1,H1,Sábado
20120325,2012/25/03,25,3,Março,2012,Q1,H1,Domingo
20120326,2012/26/03,26,3,Março,2012,Q1,H1,Segunda
20120327,2012/27/03,27,3,Março,2012,Q1,H1,Terça
20120328,2012/28/03,28,3,Março,2012,Q1,H1,Quarta
20120329,2012/29/03,29,3,Março,2012,Q1,H1,Quinta
20120330,2012/30/03,30,3,Março,2012,Q1,H1,Sexta
20120331,2012/31/03,31,3,Março,2012,Q1,H1,Sábado
20120401,2012/01/04,1,4,Abril,2012,Q2,H1,Domingo
20120402,2012/02/04,2,4,Abril,2012,Q2,H1,Segunda
20120403,2012/03/04,3,4,Abril,2012,Q2,H1,Terça
20120404,2012/04/04,4,4,Abril,2012,Q2,H1,Quarta
20120405,2012/05/04,5,4,Abril,2012,Q2,H1,Quinta
20120406,2012/06/04,6,4,Abril,2012,Q2,H1,Sexta
20120407,2012/07/04,7,4,Abril,2012,Q2,H1,Sábado
20120408,2012/08/04,8,4,Abril,2012,Q2,H1,Domingo
20120409,2012/09/04,9,4,Abril,2012,Q2,H1,Segunda
20120410,2012/10/04,10,4,Abril,2012,Q2,H1,Terça
20120411,2012/11/04,11,4,Abril,2012,Q2,H1,Quarta
20120412,2012/12/04,12,4,Abril,2012,Q2,H1,Quinta
20120413,2012/13/04,13,4,Abril,2012,Q2,H1,Sexta
20120414,2012/14/04,14,4,Abril,2012,Q2,H1,Sábado
20120415,2012/15/04,15,4,Abril,2012,Q2,H1,Domingo
20120416,2012/16/04,16,4,Abril,2012,Q2,H1,Segunda
20120417,2012/17/04,17,4,Abril,2012,Q2,H1,Terça
20120418,2012/18/04,18,4,Abril,2012,Q2,H1,Quarta
20120419,2012/19/04,19,4,Abril,2012,Q2,H1,Quinta
20120420,2012/20/04,20,4,Abril,2012,Q2,H1,Sexta
20120421,2012/21/04,21,4,Abril,2012,Q2,H1,Sábado
20120422,2012/22/04,22,4,Abril,2012,Q2,H1,Domingo
20120423,2012/23/04,23,4,Abril,2012,Q2,H1,Segunda
20120424,2012/24/04,24,4,Abril,2012,Q2,H1,Terça
20120425,2012/25/04,25,4,Abril,2012,Q2,H1,Quarta
20120426,2012/26/04,26,4,Abril,2012,Q2,H1,Quinta
20120427,2012/27/04,27,4,Abril,2012,Q2,H1,Sexta
20120428,2012/28/04,28,4,Abril,2012,Q2,H1,Sábado
20120429,2012/29/04,29,4,Abril,2012,Q2,H1,Domingo
20120430,2012/30/04,30,4,Abril,2012,Q2,H1,Segunda
20120501,2012/01/05,1,5,Maio,2012,Q2,H1,Terça
20120502,2012/02/05,2,5,Maio,2012,Q2,H1,Quarta
20120503,2012/03/05,3,5,Maio,2012,Q2,H1,Quinta
20120504,2012/04/05,4,5,Maio,2012,Q2,H1,Sexta
20120505,2012/05/05,5,5,Maio,2012,Q2,H1,Sábado
20120506,2012/06/05,6,5,Maio,2012,Q2,H1,Domingo
20120507,2012/07/05,7,5,Maio,2012,Q2,H1,Segunda
20120508,2012/08/05,8,5,Maio,2012,Q2,H1,Terça
20120509,2012/09/05,9,5,Maio,2012,Q2,H1,Quarta
20120510,2012/10/05,10,5,Maio,2012,Q2,H1,Quinta
20120511,2012/11/05,11,5,Maio,2012,Q2,H1,Sexta
20120512,2012/12/05,12,5,Maio,2012,Q2,H1,Sábado
20120513,2012/13/05,13,5,Maio,2012,Q2,H1,Domingo
20120514,2012/14/05,14,5,Maio,2012,Q2,H1,Segunda
20120515,2012/15/05,15,5,Maio,2012,Q2,H1,Terça
20120516,2012/16/05,16,5,Maio,2012,Q2,H1,Quarta
20120517,2012/17/05,17,5,Maio,2012,Q2,H1,Quinta
20120518,2012/18/05,18,5,Maio,2012,Q2,H1,Sexta
20120519,2012/19/05,19,5,Maio,2012,Q2,H1,Sábado
20120520,2012/20/05,20,5,Maio,2012,Q2,H1,Domingo
20120521,2012/21/05,21,5,Maio,2012,Q2,H1,Segunda
20120522,2012/22/05,22,5,Maio,2012,Q2,H1,Terça
20120523,2012/23/05,23,5,Maio,2012,Q2,H1,Quarta
20120524,2012/24/05,24,5,Maio,2012,Q2,H1,Quinta
20120525,2012/25/05,25,5,Maio,2012,Q2,H1,Sexta
20120526,2012/26/05,26,5,Maio,2012,Q2,H1,Sábado
20120527,2012/27/05,27,5,Maio,2012,Q2,H1,Domingo
20120528,2012/28/05,28,5,Maio,2012,Q2,H1,Segunda
20120529,2012/29/05,29,5,Maio,2012,Q2,H1,Terça
20120530,2012/30/05,30,5,Maio,2012,Q2,H1,Quarta
20120531,2012/31/05,31,5,Maio,2012,Q2,H1,Quinta
20120601,2012/01/06,1,6,Junho,2012,Q2,H1,Sexta
20120602,2012/02/06,2,6,Junho,2012,Q2,H1,Sábado
20120603,2012/03/06,3,6,Junho,2012,Q2,H1,Domingo
20120604,2012/04/06,4,6,Junho,2012,Q2,H1,Segunda
20120605,2012/05/06,5,6,Junho,2012,Q2,H1,Terça
20120606,2012/06/06,6,6,Junho,2012,Q2,H1,Quarta
20120607,2012/07/06,7,6,Junho,2012,Q2,H1,Quinta
20120608,2012/08/06,8,6,Junho,2012,Q2,H1,Sexta
20120609,2012/09/06,9,6,Junho,2012,Q2,H1,Sábado
20120610,2012/10/06,10,6,Junho,2012,Q2,H1,Domingo
20120611,2012/11/06,11,6,Junho,2012,Q2,H1,Segunda
20120612,2012/12/06,12,6,Junho,2012,Q2,H1,Terça
20120613,2012/13/06,13,6,Junho,2012,Q2,H1,Quarta
20120614,2012/14/06,14,6,Junho,2012,Q2,H1,Quinta
20120615,2012/15/06,15,6,Junho,2012,Q2,H1,Sexta
20120616,2012/16/06,16,6,Junho,2012,Q2,H1,Sábado
20120617,2012/17/06,17,6,Junho,2012,Q2,H1,Domingo
20120618,2012/18/06,18,6,Junho,2012,Q2,H1,Segunda
20120619,2012/19/06,19,6,Junho,2012,Q2,H1,Terça
20120620,2012/20/06,20,6,Junho,2012,Q2,H1,Quarta
20120621,2012/21/06,21,6,Junho,2012,Q2,H1,Quinta
20120622,2012/22/06,22,6,Junho,2012,Q2,H1,Sexta
20120623,2012/23/06,23,6,Junho,2012,Q2,H1,Sábado
20120624,2012/24/06,24,6,Junho,2012,Q2,H1,Domingo
20120625,2012/25/06,25,6,Junho,2012,Q2,H1,Segunda
20120626,2012/26/06,26,6,Junho,2012,Q2,H1,Terça
20120627,2012/27/06,27,6,Junho,2012,Q2,H1,Quarta
20120628,2012/28/06,28,6,Junho,2012,Q2,H1,Quinta
20120629,2012/29/06,29,6,Junho,2012,Q2,H1,Sexta
20120630,2012/30/06,30,6,Junho,2012,Q2,H1,Sábado
20120701,2012/01/07,1,7,Julho,2012,Q3,H2,Domingo
20120702,2012/02/07,2,7,Julho,2012,Q3,H2,Segunda
20120703,2012/03/07,3,7,Julho,2012,Q3,H2,Terça
20120704,2012/04/07,4,7,Julho,2012,Q3,H2,Quarta
20120705,2012/05/07,5,7,Julho,2012,Q3,H2,Quinta
20120706,2012/06/07,6,7,Julho,2012,Q3,H2,Sexta
20120707,2012/07/07,7,7,Julho,2012,Q3,H2,Sábado
20120708,2012/08/07,8,7,Julho,2012,Q3,H2,Domingo
20120709,2012/09/07,9,7,Julho,2012,Q3,H2,Segunda
20120710,2012/10/07,10,7,Julho,2012,Q3,H2,Terça
20120711,2012/11/07,11,7,Julho,2012,Q3,H2,Quarta
20120712,2012/12/07,12,7,Julho,2012,Q3,H2,Quinta
20120713,2012/13/07,13,7,Julho,2012,Q3,H2,Sexta
20120714,2012/14/07,14,7,Julho,2012,Q3,H2,Sábado
20120715,2012/15/07,15,7,Julho,2012,Q3,H2,Domingo
20120716,2012/16/07,16,7,Julho,2012,Q3,H2,Segunda
20120717,2012/17/07,17,7,Julho,2012,Q3,H2,Terça
20120718,2012/18/07,18,7,Julho,2012,Q3,H2,Quarta
20120719,2012/19/07,19,7,Julho,2012,Q3,H2,Quinta
20120720,2012/20/07,20,7,Julho,2012,Q3,H2,Sexta
20120721,2012/21/07,21,7,Julho,2012,Q3,H2,Sábado
20120722,2012/22/07,22,7,Julho,2012,Q3,H2,Domingo
20120723,2012/23/07,23,7,Julho,2012,Q3,H2,Segunda
20120724,2012/24/07,24,7,Julho,2012,Q3,H2,Terça
20120725,2012/25/07,25,7,Julho,2012,Q3,H2,Quarta
20120726,2012/26/07,26,7,Julho,2012,Q3,H2,Quinta
20120727,2012/27/07,27,7,Julho,2012,Q3,H2,Sexta
20120728,2012/28/07,28,7,Julho,2012,Q3,H2,Sábado
20120729,2012/29/07,29,7,Julho,2012,Q3,H2,Domingo
20120730,2012/30/07,30,7,Julho,2012,Q3,H2,Segunda
20120731,2012/31/07,31,7,Julho,2012,Q3,H2,Terça
20120801,2012/01/08,1,8,Agosto,2012,Q3,H2,Quarta
20120802,2012/02/08,2,8,Agosto,2012,Q3,H2,Quinta
20120803,2012/03/08,3,8,Agosto,2012,Q3,H2,Sexta
20120804,2012/04/08,4,8,Agosto,2012,Q3,H2,Sábado
20120805,2012/05/08,5,8,Agosto,2012,Q3,H2,Domingo
20120806,2012/06/08,6,8,Agosto,2012,Q3,H2,Segunda
20120807,2012/07/08,7,8,Agosto,2012,Q3,H2,Terça
20120808,2012/08/08,8,8,Agosto,2012,Q3,H2,Quarta
20120809,2012/09/08,9,8,Agosto,2012,Q3,H2,Quinta
20120810,2012/10/08,10,8,Agosto,2012,Q3,H2,Sexta
20120811,2012/11/08,11,8,Agosto,2012,Q3,H2,Sábado
20120812,2012/12/08,12,8,Agosto,2012,Q3,H2,Domingo
20120813,2012/13/08,13,8,Agosto,2012,Q3,H2,Segunda
20120814,2012/14/08,14,8,Agosto,2012,Q3,H2,Terça
20120815,2012/15/08,15,8,Agosto,2012,Q3,H2,Quarta
20120816,2012/16/08,16,8,Agosto,2012,Q3,H2,Quinta
20120817,2012/17/08,17,8,Agosto,2012,Q3,H2,Sexta
20120818,2012/18/08,18,8,Agosto,2012,Q3,H2,Sábado
20120819,2012/19/08,19,8,Agosto,2012,Q3,H2,Domingo
20120820,2012/20/08,20,8,Agosto,2012,Q3,H2,Segunda
20120821,2012/21/08,21,8,Agosto,2012,Q3,H2,Terça
20120822,2012/22/08,22,8,Agosto,2012,Q3,H2,Quarta
20120823,2012/23/08,23,8,Agosto,2012,Q3,H2,Quinta
20120824,2012/24/08,24,8,Agosto,2012,Q3,H2,Sexta
20120825,2012/25/08,25,8,Agosto,2012,Q3,H2,Sábado
20120826,2012/26/08,26,8,Agosto,2012,Q3,H2,Domingo
20120827,2012/27/08,27,8,Agosto,2012,Q3,H2,Segunda
20120828,2012/28/08,28,8,Agosto,2012,Q3,H2,Terça
20120829,2012/29/08,29,8,Agosto,2012,Q3,H2,Quarta
20120830,2012/30/08,30,8,Agosto,2012,Q3,H2,Quinta
20120831,2012/31/08,31,8,Agosto,2012,Q3,H2,Sexta
20120901,2012/01/09,1,9,Setembro,2012,Q3,H2,Sábado
20120902,2012/02/09,2,9,Setembro,2012,Q3,H2,Domingo
20120903,2012/03/09,3,9,Setembro,2012,Q3,H2,Segunda
20120904,2012/04/09,4,9,Setembro,2012,Q3,H2,Terça
20120905,2012/05/09,5,9,Setembro,2012,Q3,H2,Quarta
20120906,2012/06/09,6,9,Setembro,2012,Q3,H2,Quinta
20120907,2012/07/09,7,9,Setembro,2012,Q3,H2,Sexta
20120908,2012/08/09,8,9,Setembro,2012,Q3,H2,Sábado
20120909,2012/09/09,9,9,Setembro,2012,Q3,H2,Domingo
20120910,2012/10/09,10,9,Setembro,2012,Q3,H2,Segunda
20120911,2012/11/09,11,9,Setembro,2012,Q3,H2,Terça
20120912,2012/12/09,12,9,Setembro,2012,Q3,H2,Quarta
20120913,2012/13/09,13,9,Setembro,2012,Q3,H2,Quinta
20120914,2012/14/09,14,9,Setembro,2012,Q3,H2,Sexta
20120915,2012/15/09,15,9,Setembro,2012,Q3,H2,Sábado
20120916,2012/16/09,16,9,Setembro,2012,Q3,H2,Domingo
20120917,2012/17/09,17,9,Setembro,2012,Q3,H2,Segunda
20120918,2012/18/09,18,9,Setembro,2012,Q3,H2,Terça
20120919,2012/19/09,19,9,Setembro,2012,Q3,H2,Quarta
20120920,2012/20/09,20,9,Setembro,2012,Q3,H2,Quinta
20120921,2012/21/09,21,9,Setembro,2012,Q3,H2,Sexta
20120922,2012/22/09,22,9,Setembro,2012,Q3,H2,Sábado
20120923,2012/23/09,23,9,Setembro,2012,Q3,H2,Domingo
20120924,2012/24/09,24,9,Setembro,2012,Q3,H2,Segunda
20120925,2012/25/09,25,9,Setembro,2012,Q3,H2,Terça
20120926,2012/26/09,26,9,Setembro,2012,Q3,H2,Quarta
20120927,2012/27/09,27,9,Setembro,2012,Q3,H2,Quinta
20120928,2012/28/09,28,9,Setembro,2012,Q3,H2,Sexta
20120929,2012/29/09,29,9,Setembro,2012,Q3,H2,Sábado
20120930,2012/30/09,30,9,Setembro,2012,Q3,H2,Domingo
20121001,2012/01/10,1,10,Outubro,2012,Q4,H2,Segunda
20121002,2012/02/10,2,10,Outubro,2012,Q4,H2,Terça
20121003,2012/03/10,3,10,Outubro,2012,Q4,H2,Quarta
20121004,2012/04/10,4,10,Outubro,2012,Q4,H2,Quinta
20121005,2012/05/10,5,10,Outubro,2012,Q4,H2,Sexta
20121006,2012/06/10,6,10,Outubro,2012,Q4,H2,Sábado
20121007,2012/07/10,7,10,Outubro,2012,Q4,H2,Domingo
20121008,2012/08/10,8,10,Outubro,2012,Q4,H2,Segunda
20121009,2012/09/10,9,10,Outubro,2012,Q4,H2,Terça
20121010,2012/10/10,10,10,Outubro,2012,Q4,H2,Quarta
20121011,2012/11/10,11,10,Outubro,2012,Q4,H2,Quinta
20121012,2012/12/10,12,10,Outubro,2012,Q4,H2,Sexta
20121013,2012/13/10,13,10,Outubro,2012,Q4,H2,Sábado
20121014,2012/14/10,14,10,Outubro,2012,Q4,H2,Domingo
20121015,2012/15/10,15,10,Outubro,2012,Q4,H2,Segunda
20121016,2012/16/10,16,10,Outubro,2012,Q4,H2,Terça
20121017,2012/17/10,17,10,Outubro,2012,Q4,H2,Quarta
20121018,2012/18/10,18,10,Outubro,2012,Q4,H2,Quinta
20121019,2012/19/10,19,10,Outubro,2012,Q4,H2,Sexta
20121020,2012/20/10,20,10,Outubro,2012,Q4,H2,Sábado
20121021,2012/21/10,21,10,Outubro,2012,Q4,H2,Domingo
20121022,2012/22/10,22,10,Outubro,2012,Q4,H2,Segunda
20121023,2012/23/10,23,10,Outubro,2012,Q4,H2,Terça
20121024,2012/24/10,24,10,Outubro,2012,Q4,H2,Quarta
20121025,2012/25/10,25,10,Outubro,2012,Q4,H2,Quinta
20121026,2012/26/10,26,10,Outubro,2012,Q4,H2,Sexta
20121027,2012/27/10,27,10,Outubro,2012,Q4,H2,Sábado
20121028,2012/28/10,28,10,Outubro,2012,Q4,H2,Domingo
20121029,2012/29/10,29,10,Outubro,2012,Q4,H2,Segunda
20121030,2012/30/10,30,10,Outubro,2012,Q4,H2,Terça
20121031,2012/31/10,31,10,Outubro,2012,Q4,H2,Quarta
20121101,2012/01/11,1,11,Novembro,2012,Q4,H2,Quinta
20121102,2012/02/11,2,11,Novembro,2012,Q4,H2,Sexta
20121103,2012/03/11,3,11,Novembro,2012,Q4,H2,Sábado
20121104,2012/04/11,4,11,Novembro,2012,Q4,H2,Domingo
20121105,2012/05/11,5,11,Novembro,2012,Q4,H2,Segunda
20121106,2012/06/11,6,11,Novembro,2012,Q4,H2,Terça
20121107,2012/07/11,7,11,Novembro,2012,Q4,H2,Quarta
20121108,2012/08/11,8,11,Novembro,2012,Q4,H2,Quinta
20121109,2012/09/11,9,11,Novembro,2012,Q4,H2,Sexta
20121110,2012/10/11,10,11,Novembro,2012,Q4,H2,Sábado
20121111,2012/11/11,11,11,Novembro,2012,Q4,H2,Domingo
20121112,2012/12/11,12,11,Novembro,2012,Q4,H2,Segunda
20121113,2012/13/11,13,11,Novembro,2012,Q4,H2,Terça
20121114,2012/14/11,14,11,Novembro,2012,Q4,H2,Quarta
20121115,2012/15/11,15,11,Novembro,2012,Q4,H2,Quinta
20121116,2012/16/11,16,11,Novembro,2012,Q4,H2,Sexta
20121117,2012/17/11,17,11,Novembro,2012,Q4,H2,Sábado
20121118,2012/18/11,18,11,Novembro,2012,Q4,H2,Domingo
20121119,2012/19/11,19,11,Novembro,2012,Q4,H2,Segunda
20121120,2012/20/11,20,11,Novembro,2012,Q4,H2,Terça
20121121,2012/21/11,21,11,Novembro,2012,Q4,H2,Quarta
20121122,2012/22/11,22,11,Novembro,2012,Q4,H2,Quinta
20121123,2012/23/11,23,11,Novembro,2012,Q4,H2,Sexta
20121124,2012/24/11,24,11,Novembro,2012,Q4,H2,Sábado
20121125,2012/25/11,25,11,Novembro,2012,Q4,H2,Domingo
20121126,2012/26/11,26,11,Novembro,2012,Q4,H2,Segunda
20121127,2012/27/11,27,11,Novembro,2012,Q4,H2,Terça
20121128,2012/28/11,28,11,Novembro,2012,Q4,H2,Quarta
20121129,2012/29/11,29,11,Novembro,2012,Q4,H2,Quinta
20121130,2012/30/11,30,11,Novembro,2012,Q4,H2,Sexta
20121201,2012/01/12,1,12,Dezembro,2012,Q4,H2,Sábado
20121202,2012/02/12,2,12,Dezembro,2012,Q4,H2,Domingo
20121203,2012/03/12,3,12,Dezembro,2012,Q4,H2,Segunda
20121204,2012/04/12,4,12,Dezembro,2012,Q4,H2,Terça
20121205,2012/05/12,5,12,Dezembro,2012,Q4,H2,Quarta
20121206,2012/06/12,6,12,Dezembro,2012,Q4,H2,Quinta
20121207,2012/07/12,7,12,Dezembro,2012,Q4,H2,Sexta
20121208,2012/08/12,8,12,Dezembro,2012,Q4,H2,Sábado
20121209,2012/09/12,9,12,Dezembro,2012,Q4,H2,Domingo
20121210,2012/10/12,10,12,Dezembro,2012,Q4,H2,Segunda
20121211,2012/11/12,11,12,Dezembro,2012,Q4,H2,Terça
20121212,2012/12/12,12,12,Dezembro,2012,Q4,H2,Quarta
20121213,2012/13/12,13,12,Dezembro,2012,Q4,H2,Quinta
20121214,2012/14/12,14,12,Dezembro,2012,Q4,H2,Sexta
20121215,2012/15/12,15,12,Dezembro,2012,Q4,H2,Sábado
20121216,2012/16/12,16,12,Dezembro,2012,Q4,H2,Domingo
20121217,2012/17/12,17,12,Dezembro,2012,Q4,H2,Segunda
20121218,2012/18/12,18,12,Dezembro,2012,Q4,H2,Terça
20121219,2012/19/12,19,12,Dezembro,2012,Q4,H2,Quarta
20121220,2012/20/12,20,12,Dezembro,2012,Q4,H2,Quinta
20121221,2012/21/12,21,12,Dezembro,2012,Q4,H2,Sexta
20121222,2012/22/12,22,12,Dezembro,2012,Q4,H2,Sábado
20121223,2012/23/12,23,12,Dezembro,2012,Q4,H2,Domingo
20121224,2012/24/12,24,12,Dezembro,2012,Q4,H2,Segunda
20121225,2012/25/12,25,12,Dezembro,2012,Q4,H2,Terça
20121226,2012/26/12,26,12,Dezembro,2012,Q4,H2,Quarta
20121227,2012/27/12,27,12,Dezembro,2012,Q4,H2,Quinta
20121228,2012/28/12,28,12,Dezembro,2012,Q4,H2,Sexta
20121229,2012/29/12,29,12,Dezembro,2012,Q4,H2,Sábado
20121230,2012/30/12,30,12,Dezembro,2012,Q4,H2,Domingo
20121231,2012/31/12,31,12,Dezembro,2012,Q4,H2,Segunda
20130101,2013/01/01,1,1,Janeiro,2013,Q1,H1,Terça
20130102,2013/02/01,2,1,Janeiro,2013,Q1,H1,Quarta
20130103,2013/03/01,3,1,Janeiro,2013,Q1,H1,Quinta
20130104,2013/04/01,4,1,Janeiro,2013,Q1,H1,Sexta
20130105,2013/05/01,5,1,Janeiro,2013,Q1,H1,Sábado
20130106,2013/06/01,6,1,Janeiro,2013,Q1,H1,Domingo
20130107,2013/07/01,7,1,Janeiro,2013,Q1,H1,Segunda
20130108,2013/08/01,8,1,Janeiro,2013,Q1,H1,Terça
20130109,2013/09/01,9,1,Janeiro,2013,Q1,H1,Quarta
20130110,2013/10/01,10,1,Janeiro,2013,Q1,H1,Quinta
20130111,2013/11/01,11,1,Janeiro,2013,Q1,H1,Sexta
20130112,2013/12/01,12,1,Janeiro,2013,Q1,H1,Sábado
20130113,2013/13/01,13,1,Janeiro,2013,Q1,H1,Domingo
20130114,2013/14/01,14,1,Janeiro,2013,Q1,H1,Segunda
20130115,2013/15/01,15,1,Janeiro,2013,Q1,H1,Terça
20130116,2013/16/01,16,1,Janeiro,2013,Q1,H1,Quarta
20130117,2013/17/01,17,1,Janeiro,2013,Q1,H1,Quinta
20130118,2013/18/01,18,1,Janeiro,2013,Q1,H1,Sexta
20130119,2013/19/01,19,1,Janeiro,2013,Q1,H1,Sábado
20130120,2013/20/01,20,1,Janeiro,2013,Q1,H1,Domingo
20130121,2013/21/01,21,1,Janeiro,2013,Q1,H1,Segunda
20130122,2013/22/01,22,1,Janeiro,2013,Q1,H1,Terça
20130123,2013/23/01,23,1,Janeiro,2013,Q1,H1,Quarta
20130124,2013/24/01,24,1,Janeiro,2013,Q1,H1,Quinta
20130125,2013/25/01,25,1,Janeiro,2013,Q1,H1,Sexta
20130126,2013/26/01,26,1,Janeiro,2013,Q1,H1,Sábado
20130127,2013/27/01,27,1,Janeiro,2013,Q1,H1,Domingo
20130128,2013/28/01,28,1,Janeiro,2013,Q1,H1,Segunda
20130129,2013/29/01,29,1,Janeiro,2013,Q1,H1,Terça
20130130,2013/30/01,30,1,Janeiro,2013,Q1,H1,Quarta
20130131,2013/31/01,31,1,Janeiro,2013,Q1,H1,Quinta
20130201,2013/01/02,1,2,Fevereiro,2013,Q1,H1,Sexta
20130202,2013/02/02,2,2,Fevereiro,2013,Q1,H1,Sábado
20130203,2013/03/02,3,2,Fevereiro,2013,Q1,H1,Domingo
20130204,2013/04/02,4,2,Fevereiro,2013,Q1,H1,Segunda
20130205,2013/05/02,5,2,Fevereiro,2013,Q1,H1,Terça
20130206,2013/06/02,6,2,Fevereiro,2013,Q1,H1,Quarta
20130207,2013/07/02,7,2,Fevereiro,2013,Q1,H1,Quinta
20130208,2013/08/02,8,2,Fevereiro,2013,Q1,H1,Sexta
20130209,2013/09/02,9,2,Fevereiro,2013,Q1,H1,Sábado
20130210,2013/10/02,10,2,Fevereiro,2013,Q1,H1,Domingo
20130211,2013/11/02,11,2,Fevereiro,2013,Q1,H1,Segunda
20130212,2013/12/02,12,2,Fevereiro,2013,Q1,H1,Terça
20130213,2013/13/02,13,2,Fevereiro,2013,Q1,H1,Quarta
20130214,2013/14/02,14,2,Fevereiro,2013,Q1,H1,Quinta
20130215,2013/15/02,15,2,Fevereiro,2013,Q1,H1,Sexta
20130216,2013/16/02,16,2,Fevereiro,2013,Q1,H1,Sábado
20130217,2013/17/02,17,2,Fevereiro,2013,Q1,H1,Domingo
20130218,2013/18/02,18,2,Fevereiro,2013,Q1,H1,Segunda
20130219,2013/19/02,19,2,Fevereiro,2013,Q1,H1,Terça
20130220,2013/20/02,20,2,Fevereiro,2013,Q1,H1,Quarta
20130221,2013/21/02,21,2,Fevereiro,2013,Q1,H1,Quinta
20130222,2013/22/02,22,2,Fevereiro,2013,Q1,H1,Sexta
20130223,2013/23/02,23,2,Fevereiro,2013,Q1,H1,Sábado
20130224,2013/24/02,24,2,Fevereiro,2013,Q1,H1,Domingo
20130225,2013/25/02,25,2,Fevereiro,2013,Q1,H1,Segunda
20130226,2013/26/02,26,2,Fevereiro,2013,Q1,H1,Terça
20130227,2013/27/02,27,2,Fevereiro,2013,Q1,H1,Quarta
20130228,2013/28/02,28,2,Fevereiro,2013,Q1,H1,Quinta
20130301,2013/01/03,1,3,Março,2013,Q1,H1,Sexta
20130302,2013/02/03,2,3,Março,2013,Q1,H1,Sábado
20130303,2013/03/03,3,3,Março,2013,Q1,H1,Domingo
20130304,2013/04/03,4,3,Março,2013,Q1,H1,Segunda
20130305,2013/05/03,5,3,Março,2013,Q1,H1,Terça
20130306,2013/06/03,6,3,Março,2013,Q1,H1,Quarta
20130307,2013/07/03,7,3,Março,2013,Q1,H1,Quinta
20130308,2013/08/03,8,3,Março,2013,Q1,H1,Sexta
20130309,2013/09/03,9,3,Março,2013,Q1,H1,Sábado
20130310,2013/10/03,10,3,Março,2013,Q1,H1,Domingo
20130311,2013/11/03,11,3,Março,2013,Q1,H1,Segunda
